Frame_Number,Timestamp,Heart_Rate,Heart_Waveform
16,1746648937229.9873,68.63809967041016,0.0
16,1746648937229.9873,68.63809967041016,0.0
16,1746648937229.9873,68.63809967041016,0.0
16,1746648937229.9873,68.63809967041016,0.0
16,1746648937229.9873,68.63809967041016,0.0
16,1746648937229.9873,68.63809967041016,0.0
16,1746648937229.9873,68.63809967041016,0.0
16,1746648937229.9873,68.63809967041016,0.0
16,1746648937229.9873,68.63809967041016,0.0
16,1746648937229.9873,68.63809967041016,0.0
16,1746648937229.9873,68.63809967041016,0.0037489626556634903
16,1746648937229.9873,68.63809967041016,-0.010362804867327213
16,1746648937229.9873,68.63809967041016,-0.0602426677942276
16,1746648937229.9873,68.63809967041016,0.0257115438580513
16,1746648937229.9873,68.63809967041016,0.16367271542549133
32,1746648938671.1047,50.222999572753906,0.0
32,1746648938671.1047,50.222999572753906,0.0
32,1746648938671.1047,50.222999572753906,0.0
32,1746648938671.1047,50.222999572753906,0.0
32,1746648938671.1047,50.222999572753906,0.0
32,1746648938671.1047,50.222999572753906,-0.01464822143316269
32,1746648938671.1047,50.222999572753906,-0.15767653286457062
32,1746648938671.1047,50.222999572753906,0.10667161643505096
32,1746648938671.1047,50.222999572753906,0.6597679257392883
32,1746648938671.1047,50.222999572753906,-0.06156235933303833
32,1746648938671.1047,50.222999572753906,-1.1116769313812256
32,1746648938671.1047,50.222999572753906,-0.5941954851150513
32,1746648938671.1047,50.222999572753906,1.0611200332641602
32,1746648938671.1047,50.222999572753906,1.0396578311920166
32,1746648938671.1047,50.222999572753906,-0.3085247278213501
48,1746648940121.1592,50.222999572753906,0.009853771887719631
48,1746648940121.1592,50.222999572753906,-0.014694120734930038
48,1746648940121.1592,50.222999572753906,-0.14582164585590363
48,1746648940121.1592,50.222999572753906,0.27797380089759827
48,1746648940121.1592,50.222999572753906,0.31135866045951843
48,1746648940121.1592,50.222999572753906,-0.5591254234313965
48,1746648940121.1592,50.222999572753906,-0.7089598774909973
48,1746648940121.1592,50.222999572753906,0.672573447227478
48,1746648940121.1592,50.222999572753906,0.9043563008308411
48,1746648940121.1592,50.222999572753906,-0.30349498987197876
48,1746648940121.1592,50.222999572753906,-0.6265994310379028
48,1746648940121.1592,50.222999572753906,-0.21970006823539734
48,1746648940121.1592,50.222999572753906,0.3367146849632263
48,1746648940121.1592,50.222999572753906,0.47271132469177246
48,1746648940121.1592,50.222999572753906,-0.43270060420036316
64,1746648941550.7737,50.222999572753906,-0.5535025596618652
64,1746648941550.7737,50.222999572753906,-0.7106232643127441
64,1746648941550.7737,50.222999572753906,0.6682956218719482
64,1746648941550.7737,50.222999572753906,0.9030625224113464
64,1746648941550.7737,50.222999572753906,-0.30311810970306396
64,1746648941550.7737,50.222999572753906,-0.6265405416488647
64,1746648941550.7737,50.222999572753906,-0.2179492712020874
