time,ecg,hr,rr,marker
1747250971696939113,-0.371
1747250971704626304,-0.098
1747250971712313495,-0.26
1747250971720000686,-0.246
1747250971727687877,-0.14
1747250971735375068,-0.164
1747250971743062259,-0.162
1747250971750749450,-0.105
1747250971758436641,-0.093
1747250971766123832,-0.08600000000000001
1747250971773811023,-0.056
1747250971781498214,-0.032
1747250971789185405,-0.014
1747250971796872596,0.012
1747250971804559787,0.041
1747250971812246978,0.07100000000000001
1747250971819934169,0.105
1747250971827621360,0.14
1747250971835308551,0.184
1747250971842995742,0.231
1747250971850682933,0.273
1747250971858370124,0.31
1747250971866057315,0.332
1747250971873744506,0.334
1747250971881431697,0.324
1747250971889118888,0.307
1747250971896806079,0.278
1747250971904493270,0.221
1747250971912180461,0.125
1747250971919867652,0.0
1747250971927554843,-0.12
1747250971935242034,-0.214
1747250971942929225,-0.28
1747250971950616416,-0.32
1747250971958303607,-0.342
1747250971965990798,-0.34400000000000003
1747250971973677989,-0.337
1747250971981365180,-0.324
1747250971989052371,-0.315
1747250971996739562,-0.297
1747250972004426753,-0.278
1747250972012113944,-0.265
1747250972019801135,-0.253
1747250972027488326,-0.243
1747250972035175517,-0.231
1747250972042862708,-0.221
1747250972050549899,-0.214
1747250972058237090,-0.209
1747250972065924281,-0.201
1747250972073611472,-0.199
1747250972081298663,-0.199
1747250972088985854,-0.196
1747250972096673045,-0.196
1747250972104360236,-0.196
1747250972112047427,-0.194
1747250972119734618,-0.194
1747250972127421809,-0.194
1747250972135109000,-0.192
1747250972142796191,-0.187
1747250972150483382,-0.184
1747250972158170573,-0.182
1747250972165857764,-0.177
1747250972173544955,-0.17400000000000002
1747250972181232146,-0.177
1747250972188919337,-0.182
1747250972196606528,-0.177
1747250972204293719,-0.155
1747250972211980910,-0.132
1747250972219668101,-0.125
1747250972227355292,-0.125
1747250972235042483,-0.11800000000000001
1747250972242729674,-0.123
1747250972250416865,-0.155
1747250972258104097,-0.179,89,676
1747250972265791288,-0.177
1747250972273478479,-0.164
1747250972281165670,-0.162
1747250972288852861,-0.155
1747250972296540052,-0.147
1747250972304227243,-0.147
1747250972311914434,-0.162
1747250972319601625,-0.199
1747250972327288816,-0.278
1747250972334976007,-0.246
1747250972342663198,0.28500000000000003
1747250972350350389,1.191
1747250972358037580,1.705
1747250972365724771,1.223
1747250972373411962,-0.041
1747250972381099153,-0.75
1747250972388786344,-0.376
1747250972396473535,-0.1
1747250972404160726,-0.263
1747250972411847917,-0.253
1747250972419535108,-0.147
1747250972427222299,-0.169
1747250972434909490,-0.167
1747250972442596681,-0.113
1747250972450283872,-0.098
1747250972457971063,-0.091
1747250972465658254,-0.059000000000000004
1747250972473345445,-0.036000000000000004
1747250972481032636,-0.019
1747250972488719827,0.004
1747250972496407018,0.034
1747250972504094209,0.064
1747250972511781400,0.096
1747250972519468591,0.135
1747250972527155782,0.179
1747250972534842973,0.224
1747250972542530164,0.263
