method,time_S_BA,time_nDTW,freq_MSC_mean,freq_Delta_f_peak_Hz,nl_XSampEn,nl_PLV,BA_bias,BA_sd,BA_loa_width,S_time,S_freq,S_nl,TDSI,mm_z_mean,mm_z_std,ecg_z_mean,ecg_z_std,f0_Hz,file_index,mmwave_file,ecg_file
小波去噪,0.6232536947752564,0.2997947386102744,0.2797236697776926,0.0867968750000001,1.6601625804540259,0.02716329282011917,1.9308226515220113e-17,1.4003633080561737,5.489424167580201,0.682111996220859,0.349763539618686,0.2015400831138275,0.4111385396511242,-5.3264073145434795e-18,1.0,-2.929524022998914e-17,0.9999999999999998,1.5189453124999999,28,028.csv,028.csv
NLMS,0.620223832949268,0.26531454327328363,0.22600118879807019,0.0,1.4317917992323466,0.29136817903104045,1.864242560090218e-17,1.4252528185273072,5.586991048627044,0.6935942507015325,0.6130005943990351,0.3512937967930252,0.5526295472978643,1.964112697237908e-17,1.0,-2.929524022998914e-17,0.9999999999999998,1.5189453124999999,28,028.csv,028.csv
帶通+小波,0.6244579904632046,0.26105202956407975,0.21242894439604065,0.2603906250000001,1.3604827761675244,0.22609278704089175,2.263723108680979e-17,1.3906398654567473,5.45130827259045,0.6973494168702017,0.1432064786853922,0.324867468873429,0.3884744548096743,1.864242560090218e-17,1.0,-2.929524022998914e-17,0.9999999999999998,1.5189453124999999,28,028.csv,028.csv
帶通+小波+NLMS,0.6227817160695143,0.2613512441071691,0.5993495853996089,0.0,1.4589204711383772,0.3824718997677683,8.655411886133154e-18,1.4041999857367216,5.504463944087949,0.6963960632804314,0.7996747926998045,0.3945772152353906,0.6302160237385421,1.5979221943630438e-17,1.0000000000000002,-2.929524022998914e-17,0.9999999999999998,1.5189453124999999,28,028.csv,028.csv
原始波形,0.6202457311188802,0.2621728489238385,0.3419133820366435,0.43398437499999987,1.4458973268359427,0.12443186021661526,-3.062684205862501e-17,1.425070690117356,5.586277105260035,0.6948118785843542,0.17747597367837933,0.2666398830331056,0.3796425784319464,7.989610971815219e-18,1.0,-9.32121280045109e-18,1.0,1.475546875,29,029.csv,029.csv
帶通,0.6207733085160583,0.2503190064327457,0.33531568274281126,0.21699218750000004,1.2835051777194502,0.1257024503051742,2.0639828343855984e-17,1.4206927933287443,5.569115749848677,0.699662844375497,0.22475111006421017,0.28181284822162384,0.4020756008871103,1.5313421029312504e-17,1.0,-9.32121280045109e-18,1.0,1.475546875,29,029.csv,029.csv
小波去噪,0.6197777719884826,0.2508394438896611,0.29314135981662687,0.30378906249999993,1.453389338698763,0.09751517641887218,-8.655411886133154e-18,1.4289699726231029,5.601562292682563,0.698962534910872,0.17053862876275042,0.2525572836402444,0.37401948243795563,-1.0652814629086959e-17,1.0,-9.32121280045109e-18,1.0,1.475546875,29,029.csv,029.csv
NLMS,0.6211512153045272,0.2665912387050017,0.28120341545879335,0.0867968750000001,1.364246223898128,0.024479829658299295,7.656710514656252e-18,1.4175686198065274,5.556868989641587,0.6935686641307013,0.3505034124592364,0.2237238097576604,0.4225986287825327,1.564632148647147e-17,0.9999999999999998,-9.32121280045109e-18,1.0,1.475546875,29,029.csv,029.csv
帶通+小波,0.621678659721857,0.25194574947501347,0.2671540924408322,0.21699218750000004,1.3002417059080889,0.12206592132521545,-1.9974027429538047e-18,1.413224465309456,5.539839904013067,0.6994827824348346,0.19067031491322067,0.2784014218620407,0.38951817307003206,2.929524022998914e-17,1.0,-9.32121280045109e-18,1.0,1.475546875,29,029.csv,029.csv
帶通+小波+NLMS,0.6235275245661466,0.2517338328864908,0.5636790574835222,0.0867968750000001,1.3274002576019963,0.2008460741848114,-3.6619050287486425e-18,1.3981440962052638,5.480724857124634,0.7004895835789415,0.4917412334716008,0.31525501468923206,0.5024952772465915,-2.7297837487035332e-17,1.0,-9.32121280045109e-18,1.0,1.475546875,29,029.csv,029.csv
原始波形,0.6174036205060193,0.2523190389668464,0.22516480624448101,0.04339843749999983,1.6307408482433448,0.02475354759317108,-8.655411886133154e-18,1.448990352440513,5.680042181566811,0.6972002133844009,0.43654359271895793,0.20243730383088018,0.445393703311413,-1.0319914171927992e-17,1.0000000000000002,-2.396883291544566e-17,1.0,1.3019531249999998,30,030.csv,030.csv
帶通,0.6187043354039534,0.247037383500616,0.23712174911364614,0.04339843749999983,1.6448727908871925,0.02253220449170552,-2.9961041144307074e-17,1.4379722734301403,5.63685131184615,0.6999079138537787,0.4425220641535405,0.20031111103520957,0.4475803630141763,-4.394286034498371e-17,1.0,-2.396883291544566e-17,1.0,1.3019531249999998,30,030.csv,030.csv
小波去噪,0.618573946151852,0.28860113959369416,0.26246751997543033,0.5641796875,2.152326962310617,0.1747209700741754,-1.5979221943630438e-17,1.4390713143062894,5.641159552080654,0.6839424812275268,0.13300700502673982,0.24597347346691295,0.3543076532403932,2.5300434744081527e-17,1.0,-2.396883291544566e-17,1.0,1.3019531249999998,30,030.csv,030.csv
NLMS,0.6221682079940634,0.28267475262977804,0.22072089712080625,0.5641796875,1.7700567327825603,0.09757554011120885,-1.9308226515220113e-17,1.4092092492478498,5.524100257051571,0.6879665580216899,0.11213369359942779,0.22928948833548352,0.34312991331886705,-7.989610971815219e-18,0.9999999999999998,-2.396883291544566e-17,1.0,1.3019531249999998,30,030.csv,030.csv
帶通+小波,0.6194318805655462,0.25710055948510047,0.2012771579635066,0.04339843749999983,1.687687230430595,0.012975136463180789,-4.660606400225545e-18,1.4318619266919483,5.612898752632438,0.6963611643658629,0.4245997685784707,0.1925211194346055,0.4378273507929797,5.3264073145434795e-18,1.0,-2.396883291544566e-17,1.0,1.3019531249999998,30,030.csv,030.csv
帶通+小波+NLMS,0.6133652494781757,0.2860698429224283,0.5403941728355244,0.0,1.7449281695439556,0.08266576041998083,-1.2650217372040764e-17,1.483993196082877,5.8172533286448775,0.6822876984403763,0.7701970864177622,0.223487009249757,0.5586572647026319,-6.325108686020382e-18,0.9999999999999999,-2.396883291544566e-17,1.0,1.3019531249999998,30,030.csv,030.csv
原始波形,0.6200056675820664,0.2624016603258901,0.35650062101489277,0.21699218750000004,1.4112541618001206,0.1490711177760425,-1.1318615543404894e-17,1.4270691269048863,5.594110977467154,0.6946038356528861,0.23534357920025095,0.2818965280969765,0.4039479809833712,-1.0652814629086959e-17,1.0,1.7643724229425275e-17,1.0,1.475546875,31,031.csv,031.csv
帶通,0.622268926741737,0.23750923370101282,0.3636119907713756,0.21699218750000004,1.2504042239687172,0.15157083102144855,-2.1971430172491855e-17,1.408385162077277,5.520869835342926,0.7054292680442604,0.23889926407849238,0.29796772154915735,0.41409875122397005,-4.9935068573845125e-18,1.0000000000000002,1.7643724229425275e-17,1.0,1.475546875,31,031.csv,031.csv
小波去噪,0.6191149180070413,0.2721887697423384,0.2938538340260521,0.2603906249999999,1.3639259630017164,0.266389083164068,-2.3303032001127723e-17,1.4345193737583903,5.62331594513289,0.6904126888187114,0.183918923500398,0.3447070880092915,0.4063462334428003,-1.3316018286358699e-17,1.0,1.7643724229425275e-17,1.0,1.475546875,31,031.csv,031.csv
NLMS,0.6262001670524333,0.25820964621048537,0.3662043946878936,0.21699218750000004,1.3210335575384953,0.2522944526575911,-7.989610971815219e-18,1.3767388246041221,5.396816192448159,0.6993167222369486,0.24019546603675135,0.34156849776024373,0.4270268953446479,5.3264073145434795e-18,0.9999999999999999,1.7643724229425275e-17,1.0,1.475546875,31,031.csv,031.csv
帶通+小波,0.6231015508185382,0.2426261135307323,0.1826699519026228,0.21699218750000004,1.2388447587948956,0.1487605368740289,-6.990909600338316e-18,1.4015984672726471,5.494265991708777,0.7038331739606221,0.14842824464411597,0.2977097324544907,0.38332371701974294,-6.658009143179349e-19,0.9999999999999999,1.7643724229425275e-17,1.0,1.475546875,31,031.csv,031.csv
帶通+小波+NLMS,0.6224568145025259,0.2581795433989828,0.14959164759700544,0.39058593750000004,1.3418345959562166,0.07307213829409949,-5.3264073145434795e-18,1.4068496652656244,5.514850687841247,0.6974566723436617,0.08485765044535058,0.25004388941043615,0.3441194040664828,1.3316018286358699e-18,1.0,1.7643724229425275e-17,1.0,1.475546875,31,031.csv,031.csv
原始波形,0.6211227984281427,0.2598743770773237,0.30539614290538136,0.30378906249999993,1.3747489937681547,0.12401869735109984,2.396883291544566e-17,1.4178032044082938,5.557788561280511,0.6961356260348674,0.17666602030712766,0.272557916676676,0.3817865210062237,-8.655411886133154e-18,1.0,4.660606400225545e-18,1.0,1.5189453124999999,32,032.csv,032.csv
帶通,0.6215397338357121,0.24706925678770505,0.33906925729066106,0.30378906249999993,1.2584276925070883,0.13445425256871765,-2.3303032001127723e-17,1.4143668616489906,5.544318097664043,0.7013131649726188,0.19350257749976751,0.28862008991958077,0.3944786107973224,-1.964112697237908e-17,1.0,4.660606400225545e-18,1.0,1.5189453124999999,32,032.csv,032.csv
小波去噪,0.6201365010933321,0.26797760747361843,0.1939986346702648,0.21699218750000004,1.2354582352055328,0.1845755998087908,-6.6580091431793495e-18,1.425979493002334,5.589839612569149,0.6925307053028187,0.15409258602793696,0.3159555885150956,0.3875262932819504,0.0,1.0,4.660606400225545e-18,1.0,1.5189453124999999,32,032.csv,032.csv
NLMS,0.6230494561630058,0.25472572982321123,0.22148551945553868,0.30378906249999993,1.2596085728862614,0.15161859949466566,-5.992208228861415e-18,1.4020217412372684,5.495925225650092,0.6990892598789267,0.13471070858220632,0.2970865625439313,0.37696217700168805,1.864242560090218e-17,1.0,4.660606400225545e-18,1.0,1.5189453124999999,32,032.csv,032.csv
帶通+小波,0.6234574673194221,0.24801041871048943,0.2292013669589959,0.30378906249999993,1.181762064205171,0.17385569597029113,1.0652814629086959e-17,1.3987113958461728,5.482948671716997,0.7019046401477418,0.13856863233393493,0.3161004091013152,0.385524560527664,1.731082377226631e-17,1.0,4.660606400225545e-18,1.0,1.5189453124999999,32,032.csv,032.csv
帶通+小波+NLMS,0.6342767415579712,0.2546381253128922,0.6342323521972595,0.30378906249999993,1.112904024442004,0.3095481272517195,3.9948054859076094e-18,1.314705192631211,5.153644355114347,0.7047368564646698,0.3410841249530667,0.39141519555424664,0.4790787256573277,1.464762011499457e-17,0.9999999999999999,4.660606400225545e-18,1.0,1.5189453124999999,32,032.csv,032.csv
原始波形,0.6233836080474922,0.2552774796630304,0.2697020109967282,0.6509765624999999,1.4807986927254226,0.2688223054443355,1.564632148647147e-17,1.399309831694213,5.4852945402413145,0.6990425561347084,0.13559541981155412,0.3359591467074018,0.3901990408845548,1.3316018286358699e-17,1.0,-1.3316018286358699e-18,0.9999999999999999,1.5189453124999999,33,033.csv,033.csv
帶通,0.624236455150506,0.24110444595875233,0.2656946374580231,0.2603906249999999,1.2714284203646218,0.26961834915437266,7.323810057497285e-18,1.3924214522609801,5.458292092863042,0.7049980039214817,0.1698393252163835,0.35493497538042595,0.40992410150609704,-2.263723108680979e-17,1.0,-1.3316018286358699e-18,0.9999999999999999,1.5189453124999999,33,033.csv,033.csv
小波去噪,0.6224494747409719,0.2589739997668664,0.24426731278548974,0.4339843750000001,1.0410818765076528,0.39409315305335574,6.658009143179349e-19,1.4069096046128646,5.51508565008243,0.6971462828120478,0.12865293905280242,0.4420147013995094,0.42260464108811985,-5.3264073145434795e-18,1.0,-1.3316018286358699e-18,0.9999999999999999,1.5189453124999999,33,033.csv,033.csv
NLMS,0.6296041847436067,0.2755727822309069,0.3441548084793908,0.0,1.1965259768143732,0.20242634445389235,-3.3290045715896748e-18,1.350123025336995,5.29248225932102,0.6943706815647643,0.6720774042396954,0.328845353807221,0.5650978132038936,2.4301733372604627e-17,0.9999999999999998,-1.3316018286358699e-18,0.9999999999999999,1.5189453124999999,33,033.csv,033.csv
帶通+小波,0.6244479612711207,0.2448549880044707,0.26726154050993955,0.2603906249999999,1.198819361203518,0.30660152049339223,-1.0985715086245927e-17,1.3907204516542209,5.451624170484545,0.7036330046449649,0.17062277674234175,0.38069551982636723,0.418317100404558,-2.1305629258173918e-17,0.9999999999999999,-1.3316018286358699e-18,0.9999999999999999,1.5189453124999999,33,033.csv,033.csv
帶通+小波+NLMS,0.6312999432439871,0.24907591339591678,0.5218333923231503,0.2603906249999999,1.1046637443514649,0.2606456433958215,-1.3316018286358699e-17,1.3371237493756287,5.241525097552464,0.7054103691558805,0.29790870264894714,0.3678904622969894,0.4570698447006057,-1.464762011499457e-17,1.0,-1.3316018286358699e-18,0.9999999999999999,1.5189453124999999,33,033.csv,033.csv
原始波形,0.6162700487828685,0.25355378861289163,0.24400365232266452,0.2603906250000001,1.5031445608877332,0.14977840997691205,6.990909600338316e-18,1.4586926061763674,5.71807501621136,0.6961540252888476,0.15899383264870415,0.27463795614435266,0.3765952713606348,-1.3316018286358699e-17,1.0,-3.728485120180436e-17,1.0,1.6057421875,34,034.csv,034.csv
帶通,0.6165065527116291,0.254961216918398,0.19807791354157978,0.2603906250000001,1.1556304008592835,0.15020574098288994,-3.9948054859076094e-18,1.4566605805464568,5.710109475742111,0.6957265524526397,0.13603096325816177,0.30705357957436036,0.37960369842838726,0.0,1.0,-3.728485120180436e-17,1.0,1.6057421875,34,034.csv,034.csv
小波去噪,0.6231544796118742,0.29627973753861747,0.24966384422540672,0.08679687499999988,1.4820730347252413,0.1908921656596208,1.1318615543404894e-17,1.4011685992685343,5.492580909132655,0.6833669357334019,0.3347336268425435,0.29689059836371723,0.4383303869798875,2.1305629258173918e-17,1.0,-3.728485120180436e-17,1.0,1.6057421875,34,034.csv,034.csv
NLMS,0.614135099193048,0.26168688925815264,0.37800318864397464,0.04339843750000005,1.3912279272659078,0.3955800096045218,-3.9948054859076094e-18,1.477225271040698,5.790723062479536,0.691943551396422,0.5129627839187041,0.40688759616892417,0.5372646438280168,0.0,1.0,-3.728485120180436e-17,1.0,1.6057421875,34,034.csv,034.csv
帶通+小波,0.6172936691460607,0.2692728231888138,0.25344438163336963,0.21699218750000004,1.1703919710622401,0.13845527888487072,1.3316018286358699e-17,1.4499273156936079,5.683715077518943,0.6906142386152503,0.18381545950948935,0.2996007732664093,0.3913434904637163,-3.9948054859076094e-18,1.0,-3.728485120180436e-17,1.0,1.6057421875,34,034.csv,034.csv
帶通+小波+NLMS,0.6355445215496351,0.2822682655471694,0.6671788523172866,0.04339843750000005,1.1576716535557376,0.20311672110143011,1.5313421029312504e-17,1.3053079397484701,5.116807123814003,0.6948079437893914,0.65755061575536,0.3332896340167331,0.5618827311871615,1.9974027429538047e-18,1.0000000000000002,-3.728485120180436e-17,1.0,1.6057421875,34,034.csv,034.csv
原始波形,0.6204810543355039,0.2951406907085809,0.2027991143043455,0.5641796875,1.422543934566264,0.39533538310807365,0.0,1.4231155832841986,5.578613086474059,0.6824539502465246,0.10317280219119741,0.40406229718562503,0.39656301654111564,3.462164754453262e-17,1.0,-3.1958443887260875e-17,1.0,1.7359375,35,035.csv,035.csv
帶通,0.6151620390362342,0.29693191863526774,0.21062497659599416,0.5641796875,1.1810104458070991,0.40545375553150836,-7.989610971815219e-18,1.4682679267196999,5.755610272741223,0.6791283202853311,0.10708573333702175,0.4319784161805421,0.406064156600965,-1.3316018286358699e-17,1.0000000000000002,-3.1958443887260875e-17,1.0,1.7359375,35,035.csv,035.csv
小波去噪,0.6201986519267746,0.3188986934783599,0.20843642930156714,0.2603906249999999,1.9135484765745212,0.3745957765052611,7.989610971815219e-18,1.4254622916354356,5.587812183210907,0.6735739210983851,0.14121022113815554,0.35890992904072594,0.3912313570924222,-1.0652814629086959e-17,1.0,-3.1958443887260875e-17,1.0,1.7359375,35,035.csv,035.csv
NLMS,0.620809033992564,0.27731426740324505,0.2993388944706863,0.0867968750000001,1.4604207141060805,0.18633088097362827,1.2650217372040764e-17,1.4203970310110583,5.567956361563349,0.6893126683575368,0.35957115196518286,0.29638271838298885,0.44842217956856945,-7.989610971815219e-18,1.0,-3.1958443887260875e-17,1.0,1.7359375,35,035.csv,035.csv
帶通+小波,0.61578963715035,0.30797239720521574,0.234807179032529,0.5641796875,1.2431647822598937,0.36947721371876857,-1.0652814629086959e-17,1.4628330264901996,5.734305463841583,0.6753626205780496,0.11917683455528917,0.40763796938248487,0.4007258081719412,-2.6632036572717397e-18,1.0,-3.1958443887260875e-17,1.0,1.7359375,35,035.csv,035.csv
帶通+小波+NLMS,0.6210413112624631,0.25976397401995954,0.33317207244667907,0.0867968750000001,1.2547909554001082,0.2179727153961226,1.3316018286358699e-17,1.418476195702167,5.5604266871524946,0.6961374533754463,0.3764877409531793,0.3307364045494227,0.4677871996260161,1.464762011499457e-17,1.0,-3.1958443887260875e-17,1.0,1.7359375,35,035.csv,035.csv
原始波形,0.6257362866214856,0.25694954066272674,0.35813163728459013,0.04339843750000005,1.5133771275810097,0.37796497690598974,8.655411886133154e-18,1.3804213481008665,5.411251684555396,0.6995717625095199,0.5030270082390118,0.3879180140902569,0.5301722616129295,-2.396883291544566e-17,1.0,3.728485120180436e-17,1.0,1.6057421875,36,036.csv,036.csv
帶通,0.6320917114415453,0.2505475377584482,0.3134213412808218,0.04339843750000005,1.2630333456631317,0.35743875584484613,-2.6632036572717397e-18,1.3311116334381714,5.217957603077632,0.7052330941989537,0.4806718602371276,0.39966176967206213,0.5285222413693812,-5.3264073145434795e-18,1.0,3.728485120180436e-17,1.0,1.6057421875,36,036.csv,036.csv
小波去噪,0.6296311968815089,0.27361543194552096,0.3053278433035845,0.2603906249999999,1.4708594799610417,0.39722679278870665,-1.3316018286358699e-17,1.3499146267933186,5.291665337029809,0.6951278639001397,0.1896559281391642,0.4009721319092858,0.4285853079828632,1.0652814629086959e-17,1.0,3.728485120180436e-17,1.0,1.6057421875,36,036.csv,036.csv
NLMS,0.6275971778648539,0.25642604516952355,0.35514457717624026,0.04339843750000005,1.3542526606708094,0.14638827628079604,-6.6580091431793495e-18,1.3657298448026873,5.353660991626534,0.7007046987298935,0.5015334781848368,0.2855757607048735,0.4959379792065346,1.464762011499457e-17,0.9999999999999998,3.728485120180436e-17,1.0,1.6057421875,36,036.csv,036.csv
帶通+小波,0.6323413959714819,0.2597259140910551,0.34123324186258197,0.04339843750000005,1.1678057573180554,0.3364553690321782,-2.6632036572717397e-18,1.32922318152243,5.2105548715679255,0.7018021725571599,0.4945778105280077,0.39887565577094225,0.5317518796187033,-1.3316018286358699e-17,1.0000000000000002,3.728485120180436e-17,1.0,1.6057421875,36,036.csv,036.csv
帶通+小波+NLMS,0.6378205556093337,0.25424438577152475,0.7114606691469333,0.04339843750000005,1.1705736778284597,0.310831774107302,-5.992208228861415e-18,1.2886555810882991,5.051529877866132,0.7066614063891401,0.6796915241701833,0.3857697354888825,0.590707555349402,2.1305629258173918e-17,1.0,3.728485120180436e-17,1.0,1.6057421875,36,036.csv,036.csv
原始波形,0.6144264655613139,0.2767394393504836,0.2548350867176292,0.30378906249999993,1.4895925297312005,0.13318852319328986,1.9308226515220113e-17,1.4746757039128255,5.780728759338276,0.6863392537895276,0.1513854922132516,0.26743033980177383,0.36838502860151773,-7.989610971815219e-18,0.9999999999999998,1.3316018286358699e-17,0.9999999999999999,1.475546875,37,037.csv,037.csv
帶通,0.6196965360848928,0.24139305885421197,0.27105331967828705,0.30378906249999993,1.3154088511154785,0.1268265718992119,7.323810057497285e-18,1.4296484245819736,5.604221824361336,0.7026146705802149,0.1594946086935805,0.27935786945550317,0.38048904957643287,-4.660606400225545e-18,1.0,1.3316018286358699e-17,0.9999999999999999,1.475546875,37,037.csv,037.csv
小波去噪,0.6174211703034896,0.2773827168571115,0.32995326926877094,0.0,1.1707381814678837,0.1131515959697189,2.1971430172491855e-17,1.4488408810202038,5.679456253599199,0.6875928013446075,0.6649766346343855,0.2869121896642526,0.5464938752144152,2.3303032001127723e-17,1.0,1.3316018286358699e-17,0.9999999999999999,1.475546875,37,037.csv,037.csv
NLMS,0.6265126991118145,0.2752588091604554,0.28411353510449455,0.13019531250000016,1.4077906239569686,0.07011426552645934,3.1958443887260875e-17,1.3742654070574907,5.387120395665363,0.6929441317749852,0.2780567794775626,0.24271638478668794,0.4045724320130786,1.3316018286358699e-17,1.0,1.3316018286358699e-17,0.9999999999999999,1.475546875,37,037.csv,037.csv
帶通+小波,0.6199615991027313,0.24506254805844474,0.18932833404116564,0.30378906249999993,1.2720197462903826,0.10449550509062534,1.997402742953805e-17,1.427436414330704,5.595550744176359,0.7013085911132182,0.1186321158750198,0.27231626243232837,0.36408565647352215,-1.6645022857948374e-18,1.0,1.3316018286358699e-17,0.9999999999999999,1.475546875,37,037.csv,037.csv
帶通+小波+NLMS,0.6272797238615155,0.26847691941673063,0.5547986509998402,0.2603906250000001,1.215517746383134,0.14479793411254813,-3.062684205862501e-17,1.368220883930561,5.363425865007799,0.6959113962838439,0.31439133198729197,0.29807984946683364,0.43612752591265647,1.3316018286358699e-17,1.0,1.3316018286358699e-17,0.9999999999999999,1.475546875,37,037.csv,037.csv
原始波形,0.6178521261839774,0.25980526679260113,0.25246793905550124,0.39058593750000004,1.445394503016336,0.263566686742899,6.6580091431793495e-18,1.4451774277604763,5.665095516821067,0.6945269379781992,0.13629579617459847,0.3362493301000783,0.3890240214176253,1.198441645772283e-17,0.9999999999999998,1.198441645772283e-17,1.0,1.38875,38,038.csv,038.csv
帶通,0.6180132733837504,0.2607853288982517,0.25175459623218227,0.39058593750000004,1.3070894250230902,0.2705250898259128,-5.992208228861415e-18,1.4438109939796673,5.659739096400296,0.6942297839012298,0.13593912476293898,0.3519858303551736,0.3940515796731141,5.3264073145434795e-18,1.0,1.198441645772283e-17,1.0,1.38875,38,038.csv,038.csv
小波去噪,0.6154374927555473,0.2763275666243427,0.2838800156973369,0.0867968750000001,1.3487632140620947,0.14005331970595727,-2.3303032001127723e-17,1.465878903219229,5.746245300619377,0.6870009512161901,0.35184171257850816,0.2829046532609516,0.44058243901854993,-7.989610971815219e-18,1.0,1.198441645772283e-17,1.0,1.38875,38,038.csv,038.csv
NLMS,0.6263028241665028,0.2883792251822127,0.21625967114680067,0.04339843750000005,1.4156916744331685,0.11849117186370095,-3.062684205862501e-17,1.375925708535833,5.393628777460465,0.6878900709172779,0.43209102517011705,0.26622564273786764,0.4620689129417543,-2.0306927886697017e-17,1.0,1.198441645772283e-17,1.0,1.38875,38,038.csv,038.csv
帶通+小波,0.618295572782789,0.26620890299913846,0.2546576605589731,0.39058593750000004,1.3130418764517515,0.2726942532869571,-1.864242560090218e-17,1.4414217517831964,5.65037326699013,0.6922873027870654,0.1373906569263344,0.3525126898744432,0.3940635498626143,-1.1318615543404894e-17,1.0,1.198441645772283e-17,1.0,1.38875,38,038.csv,038.csv
帶通+小波+NLMS,0.620571116899121,0.2789351094844191,0.6084373730381053,0.04339843750000005,1.2902761681763273,0.05068718559112084,-3.528744845885055e-17,1.422368337844786,5.575683884351561,0.6885800569856956,0.6281798761157693,0.24365787600191005,0.520139269701125,-2.2137880401071337e-17,1.0,1.198441645772283e-17,1.0,1.38875,38,038.csv,038.csv
原始波形,0.6081167909501469,0.27949145666797526,0.2022317633714485,0.5641796875,1.4029988564507627,0.15909332667652945,-1.0652814629086959e-17,1.53139605790071,6.003072546970783,0.6821424894668081,0.10288912672474891,0.2876200041381441,0.3575505401099004,-4.660606400225545e-18,1.0,1.9974027429538047e-18,0.9999999999999998,1.21515625,39,039.csv,039.csv
帶通,0.6128734554205294,0.27007215677935975,0.20187563702465766,0.5641796875,1.3262401524296479,0.17504295349510918,5.3264073145434795e-18,1.48834077076069,5.834295821381905,0.6880989343694501,0.1027110635513535,0.3024605919020126,0.3644235299409388,1.464762011499457e-17,0.9999999999999999,1.9974027429538047e-18,0.9999999999999998,1.21515625,39,039.csv,039.csv
小波去噪,0.6124953703945325,0.2703607535577649,0.2442076731202505,0.7811718749999998,1.2587968042434856,0.1639898824922121,0.0,1.4916960296730861,5.847448436318498,0.6877997612656022,0.12230631727106768,0.3033517268855561,0.37115260180740867,9.32121280045109e-18,0.9999999999999999,1.9974027429538047e-18,0.9999999999999998,1.21515625,39,039.csv,039.csv
NLMS,0.6237772108516271,0.2566818505161598,0.2233437047035675,0.17359375,1.3765755392226107,0.12248761698265621,3.9948054859076094e-18,1.3961248354749891,5.472809355061957,0.6986957552295351,0.19978930364876957,0.27163055688122045,0.3900385385865084,2.6632036572717397e-18,1.0,1.9974027429538047e-18,0.9999999999999998,1.21515625,39,039.csv,039.csv
帶通+小波,0.6152047379409696,0.2760174706619697,0.18759051769989926,0.5641796875,1.3215922560926308,0.17759563070542167,-5.3264073145434795e-18,1.467897223046326,5.754157114341598,0.6870022059269014,0.0955685038889743,0.3041672449706093,0.36224598492882837,3.728485120180436e-17,0.9999999999999999,1.9974027429538047e-18,0.9999999999999998,1.21515625,39,039.csv,039.csv
帶通+小波+NLMS,0.6252047437260546,0.26597088233692806,0.43676537472598276,0.2603906250000001,1.2630078922746482,0.07834508924878694,9.32121280045109e-18,1.384657751288231,5.427858385049865,0.6958330942341324,0.25537469385036327,0.2601174214438146,0.40377506984277006,-1.997402742953805e-17,1.0,1.9974027429538047e-18,0.9999999999999998,1.21515625,39,039.csv,039.csv
原始波形,0.6254010752634069,0.2738075402275585,0.25344488316304886,0.2603906250000001,1.3127643011781267,0.20954080715067505,-7.989610971815219e-18,1.3830908955918173,5.4217163107199235,0.6929397489725089,0.16371444806889632,0.32096191074504743,0.39253870259548423,0.0,1.0,0.0,1.0,1.56234375,40,040.csv,040.csv
帶通,0.6199248334029948,0.25244250797395,0.2528723776688217,0.2603906250000001,1.2653814324545793,0.20606107269635449,4.660606400225545e-18,1.427742940211642,5.5967523256296365,0.6984128552819213,0.16342819532178274,0.3237439194618728,0.395194990021859,-1.1651516000563861e-17,1.0,0.0,1.0,1.56234375,40,040.csv,040.csv
小波去噪,0.6231646045783283,0.25396635594459976,0.24275189651907664,0.17359375,1.2950618406756005,0.24531636953594876,-1.3316018286358699e-17,1.4010863891020493,5.4922586452800335,0.6994412522408912,0.20949339955652413,0.3405172381226388,0.41648396330668475,9.32121280045109e-18,1.0,0.0,1.0,1.56234375,40,040.csv,040.csv
NLMS,0.620868804035807,0.2628177950619166,0.2097505540884897,0.2603906250000001,1.2509986706597633,0.13578803037067622,-5.3264073145434795e-18,1.4199024052319693,5.56601742850932,0.6948753913390683,0.14186728353161673,0.2900176470280219,0.3755867739662356,1.564632148647147e-17,1.0,0.0,1.0,1.56234375,40,040.csv,040.csv
帶通+小波,0.6191569244560634,0.25414568094146794,0.23839574837917776,0.2603906250000001,1.276234983523363,0.24896280924746966,1.9308226515220113e-17,1.4341667811144339,5.621933781968581,0.6973678656106788,0.15618988067696077,0.34414238146455933,0.3992333759173996,-4.660606400225545e-18,1.0,0.0,1.0,1.56234375,40,040.csv,040.csv
帶通+小波+NLMS,0.6185500129951291,0.3133176229501161,0.18359278268745938,0.30378906249999993,1.2604987668745213,0.2047666734646812,7.989610971815219e-18,1.4392731762934983,5.641950851070513,0.6747838503457179,0.11576434019816667,0.3235734596056766,0.37137388338318705,-5.3264073145434795e-18,0.9999999999999999,0.0,1.0,1.56234375,40,040.csv,040.csv
原始波形,0.6223111280706225,0.27445650236649605,0.1814287889340399,0.04339843749999983,1.2970259697413178,0.05794746096373434,3.1958443887260875e-17,1.4080400699205455,5.519517074088538,0.6911480945761243,0.4146755840637374,0.24664649804587865,0.4508233922285801,-1.7976624686584242e-17,1.0,1.0652814629086959e-17,1.0,1.2585546875,41,041.csv,041.csv
帶通,0.6194766772603003,0.2783852587563304,0.17661906720869092,0.04339843749999983,1.312091739052466,0.05625965885602179,2.7963638401353266e-17,1.4314869154685184,5.611428708636592,0.6882408998682092,0.4122707232010629,0.24438422433576157,0.44829861580167796,5.3264073145434795e-18,1.0,1.0652814629086959e-17,1.0,1.2585546875,41,041.csv,041.csv
