method,time_S_BA,time_nDTW,freq_MSC_mean,freq_Delta_f_peak_Hz,nl_XSampEn,nl_PLV,BA_bias,BA_sd,BA_loa_width,S_time,S_freq,S_nl,TDSI,mm_z_mean,mm_z_std,ecg_z_mean,ecg_z_std,f0_Hz,file_index,mmwave_file,ecg_file
帶通+小波+NLMS,0.6395710363167444,0.2572623963498678,0.600894810444859,0.08679687499999988,1.1198438995695987,0.15784303406355263,2.0639828343855984e-17,1.2760344058611781,5.002054870975818,0.7063681738536915,0.5103491099522697,0.3147879410177675,0.5105017416079095,-1.5979221943630438e-17,1.0,-3.99480548590761e-17,0.9999999999999998,1.56234375,59,059.csv,059.csv
原始波形,0.6118446358568227,0.25733318758451845,0.21180895368424146,0.43398437499999987,1.4830778261459567,0.422190486768219,-1.6645022857948374e-18,1.4974973700015577,5.870189690406106,0.6924776079288766,0.1124237595021783,0.4124582432607834,0.40578653689727945,-1.5313421029312504e-17,1.0,5.992208228861415e-18,1.0,1.56234375,60,060.csv,060.csv
帶通,0.6094999760176429,0.24195339727924536,0.21692726605038162,0.2603906250000001,1.169279531747054,0.4255771840984427,1.864242560090218e-17,1.5186837681826195,5.953240371275869,0.6972963700879014,0.1454556395125627,0.4432798646964672,0.4286772914323104,-6.6580091431793495e-18,1.0,5.992208228861415e-18,1.0,1.56234375,60,060.csv,060.csv
小波去噪,0.6118596706118391,0.27737825474363087,0.23451956137435365,0.43398437499999987,1.6318074037711041,0.26758912862254075,-6.6580091431793495e-18,1.4973629536796156,5.869662778424093,0.6848137421179985,0.12377906334723439,0.3237780711908211,0.37745695888535136,-5.3264073145434795e-18,1.0000000000000002,5.992208228861415e-18,1.0,1.56234375,60,060.csv,060.csv
NLMS,0.6247688907399953,0.27574341519349554,0.19332616315739656,0.04339843750000005,1.3074462947694214,0.3280182731372906,-7.989610971815219e-18,1.3881449464772262,5.441528190190726,0.6918882731754499,0.420624271175415,0.3806989035779199,0.49773714930959495,-3.3290045715896748e-18,0.9999999999999999,5.992208228861415e-18,1.0,1.56234375,60,060.csv,060.csv
帶通+小波,0.6097752075394595,0.24979390893556735,0.21381296215953038,0.30378906249999993,1.2071543841629608,0.395591232512392,1.0652814629086959e-17,1.5161733913867246,5.943399694235961,0.6943682555167864,0.13087442993420217,0.4243316499780144,0.41652477847633435,5.3264073145434795e-18,1.0,5.992208228861415e-18,1.0,1.56234375,60,060.csv,060.csv
帶通+小波+NLMS,0.6119083787117379,0.3345075281917047,0.29273878094061356,0.2603906250000001,1.3393021486317302,0.16996921535814544,3.095974251578398e-17,1.4969276091269395,5.8679562277776025,0.663799417832199,0.18336139695767867,0.29872356409923956,0.3819614596297058,9.32121280045109e-18,1.0,5.992208228861415e-18,1.0,1.56234375,60,060.csv,060.csv
原始波形,0.6234586388123207,0.25090509616242945,0.32245329406473844,0.17359375,1.3994315202561125,0.2155152871132824,2.1305629258173918e-17,1.3987019068507656,5.482911474855001,0.7007774255919437,0.24934409832935503,0.3161403357814356,0.42208728656757805,-7.323810057497285e-18,1.0,-2.5966235658399464e-17,1.0,1.56234375,61,061.csv,061.csv
帶通,0.6205371118200977,0.23737619555727998,0.3320881718664076,0.17359375,1.083667281302354,0.21803675117026672,1.198441645772283e-17,1.4226504109986502,5.576789611114709,0.7046158203218338,0.25416153723018964,0.34897991094479264,0.43591908949893865,-1.731082377226631e-17,0.9999999999999998,-2.5966235658399464e-17,1.0,1.56234375,61,061.csv,061.csv
小波去噪,0.625006950582066,0.2731704512208438,0.3033950395227558,0.21699218750000004,1.5568319029009665,0.03766501347752265,-3.3290045715896748e-18,1.386238758009244,5.4340559313962356,0.6929850100358976,0.20879078845418247,0.21438701285733056,0.3720542704491369,-5.3264073145434795e-18,1.0,-2.5966235658399464e-17,1.0,1.56234375,61,061.csv,061.csv
NLMS,0.6302144728329543,0.28154176881297666,0.26921748590561695,0.13019531249999994,1.230946156034758,0.17839201024226972,-9.32121280045109e-18,1.345425216354137,5.274066848108217,0.6924169341467812,0.2706087548781241,0.31331616088889697,0.42544728330460074,5.659307771702447e-18,1.0,-2.5966235658399464e-17,1.0,1.56234375,61,061.csv,061.csv
帶通+小波,0.618488894504475,0.2445840083763548,0.1875446140023469,0.17359375,1.1742988413440587,0.20743900501001591,-1.3316018286358699e-18,1.4397888595005575,5.643972329242185,0.7007595495052817,0.18188975829815926,0.333678692333266,0.40544266671223567,2.5966235658399464e-17,0.9999999999999999,-2.5966235658399464e-17,1.0,1.56234375,61,061.csv,061.csv
帶通+小波+NLMS,0.6359626492676115,0.2692755311351728,0.5228080736731462,0.17359375,1.1000913600810724,0.27714296144923994,-1.864242560090218e-17,1.3022278881441407,5.104733321525031,0.6999476943301852,0.3495214881335589,0.37665636098463773,0.4753751811494606,3.3290045715896748e-18,1.0,-2.5966235658399464e-17,1.0,1.56234375,61,061.csv,061.csv
原始波形,0.621217295280627,0.26707739349104487,0.1608287906791905,0.4773828124999999,1.4200540185065786,0.2596787038115835,2.1305629258173918e-17,1.4170233346324959,5.554731471759384,0.6934155554635191,0.08463838447133425,0.3364463103358152,0.37150008342355617,-1.5979221943630438e-17,1.0,-1.5979221943630438e-17,1.0,1.475546875,62,062.csv,062.csv
帶通,0.6243986079767747,0.2666973176951482,0.1652780920494371,0.2603906249999999,1.3244239146578625,0.25944422567008335,2.9961041144307074e-18,1.3911171080770297,5.453179063661956,0.6951517351049474,0.11963105251209052,0.34482917521165474,0.38653732094289756,-1.8309525143743212e-17,0.9999999999999999,-1.5979221943630438e-17,1.0,1.475546875,62,062.csv,062.csv
小波去噪,0.6184091210693765,0.2748055657130722,0.23022709196233912,0.17359374999999977,1.2833412165135185,0.18019720346929854,3.6619050287486425e-18,1.4404623428804881,5.6466123840915134,0.6890644727585601,0.20323099727815558,0.30907594790784215,0.4004571393148526,0.0,1.0,-1.5979221943630438e-17,1.0,1.475546875,62,062.csv,062.csv
NLMS,0.6250619033444471,0.3020210760534411,0.2503422805699418,0.13019531249999994,1.3404080952789423,0.0554965950818726,3.6619050287486425e-17,1.385799256948614,5.4323330872385664,0.6821921930348092,0.26117115221028653,0.2413862528225802,0.3949165326892253,1.6811473086527857e-17,1.0,-1.5979221943630438e-17,1.0,1.475546875,62,062.csv,062.csv
帶通+小波,0.6242399048065564,0.27118951719934187,0.17723812232937972,0.2603906249999999,1.2326945818512456,0.2614647623009633,2.263723108680979e-17,1.3923936857881347,5.458183248289488,0.6933559429817732,0.12561106765206184,0.35467702815429325,0.3912146795960427,-3.062684205862501e-17,1.0,-1.5979221943630438e-17,1.0,1.475546875,62,062.csv,062.csv
帶通+小波+NLMS,0.6263405507818814,0.35817606549379233,0.32797089857294126,0.13019531249999994,1.1016678792462469,0.1286298397990852,1.564632148647147e-17,1.3756270534401538,5.392458049485403,0.6626452769884634,0.29998546121178626,0.3022212061103413,0.421617314770197,3.9948054859076094e-18,1.0,-1.5979221943630438e-17,1.0,1.475546875,62,062.csv,062.csv
原始波形,0.6267498696758357,0.26011309228971297,0.3271974444308528,0.21699218749999982,1.6486865160892725,0.18094979687828364,-2.9961041144307074e-17,1.3723924841499628,5.379778537867854,0.698857130210357,0.22069199090823108,0.2792477097789447,0.3995989436325109,1.3316018286358699e-17,0.9999999999999999,-4.394286034498371e-17,0.9999999999999999,1.4321484375,63,063.csv,063.csv
帶通,0.6250415556170891,0.24625019245339952,0.3192098851674968,0.21699218749999982,1.5916562301579216,0.17961379880335432,-4.2611258516347836e-17,1.3859619714307518,5.432970928008547,0.7033840869867043,0.2166982112765531,0.2827337213241714,0.4009386731958096,-2.6632036572717397e-18,1.0,-4.394286034498371e-17,0.9999999999999999,1.4321484375,63,063.csv,063.csv
小波去噪,0.62298853904988,0.2888705961264303,0.33150681231284507,0.21699218749999982,1.858983809694885,0.21028766854956338,-1.3981819200676633e-17,1.4025169258474162,5.497866349321871,0.6860488379023952,0.2228466748492272,0.28003114853815303,0.39630888709659184,5.3264073145434795e-18,1.0,-4.394286034498371e-17,0.9999999999999999,1.4321484375,63,063.csv,063.csv
NLMS,0.6180313431168367,0.2630365291751692,0.3171831888336891,0.21699218749999982,1.6634302637908154,0.34377595455480525,-1.5313421029312504e-17,1.4436578895929668,5.65913892720443,0.6933725797167306,0.21568486310964924,0.35961581336812815,0.42289108539816933,-1.997402742953805e-17,0.9999999999999999,-4.394286034498371e-17,0.9999999999999999,1.4321484375,63,063.csv,063.csv
帶通+小波,0.6249176415072895,0.25621955896752996,0.25358055576385424,0.21699218749999982,1.714722896538584,0.19981162851244982,1.0652814629086959e-17,1.386953446210444,5.43685750914494,0.6994448295729905,0.1838835465747318,0.2840866750864506,0.389138350411391,-1.997402742953805e-17,0.9999999999999998,-4.394286034498371e-17,0.9999999999999999,1.4321484375,63,063.csv,063.csv
帶通+小波+NLMS,0.6290213796835187,0.28339333042897386,0.40284969495587414,0.21699218749999982,1.753352506298373,0.21114071373968826,-1.0652814629086959e-17,1.3546299738121137,5.3101494973434855,0.6911224217811383,0.2585181161707417,0.2871671552660668,0.41226923107264896,-2.929524022998914e-17,1.0,-4.394286034498371e-17,0.9999999999999999,1.4321484375,63,063.csv,063.csv
原始波形,0.6130441961158156,0.25722160635220087,0.20496285255767238,0.2603906249999999,1.619498657155362,0.4647709383390428,-2.929524022998914e-17,1.4868292401066387,5.828370621218024,0.6931205227804582,0.13947343276620816,0.42326168841636524,0.4186185479876772,7.989610971815219e-18,1.0,3.5953249373168485e-17,1.0,1.38875,64,064.csv,064.csv
帶通,0.6097441305567688,0.2614591059003411,0.2045798715674817,0.2603906249999999,1.741027420821281,0.45541087355990784,-4.19454576020299e-17,1.5164565280175808,5.944509589828916,0.6898357454117671,0.13928194227111282,0.4101187888689992,0.413078825517293,-3.3290045715896748e-18,0.9999999999999999,3.5953249373168485e-17,1.0,1.38875,64,064.csv,064.csv
小波去噪,0.6148221975247404,0.2881424970397865,0.2059345888349297,0.2603906249999999,1.8027198689759385,0.21159184346043053,-5.3264073145434795e-18,1.4712232749985723,5.767195237994403,0.6822384792840437,0.13995930090483683,0.28419405760338434,0.3687972792640883,5.3264073145434795e-18,1.0,3.5953249373168485e-17,1.0,1.38875,64,064.csv,064.csv
NLMS,0.6291658232052457,0.2597314481041335,0.22500940834777322,0.04339843750000005,1.7415937088472553,0.28406078382382305,-2.263723108680979e-17,1.3535110683421243,5.305763387901127,0.7002122520903231,0.4364658937706033,0.32440606573494224,0.4870280705319561,-2.263723108680979e-17,0.9999999999999999,3.5953249373168485e-17,1.0,1.38875,64,064.csv,064.csv
帶通+小波,0.6108980896775833,0.27762986959693026,0.20727612934313608,0.2603906249999999,1.8422405466017486,0.3825601034845531,-1.3316018286358699e-17,1.5059964298446813,5.903506004991151,0.6842376308248114,0.14063007115894002,0.36719760404016777,0.397355102007973,-1.464762011499457e-17,1.0,3.5953249373168485e-17,1.0,1.38875,64,064.csv,064.csv
帶通+小波+NLMS,0.6311027315840083,0.27045573893868236,0.5820978781253117,0.04339843750000005,1.8866379766033767,0.36883110678798114,6.6580091431793495e-18,1.338626871988531,5.247417338195041,0.6970672017122241,0.6150101286593725,0.3576274365787104,0.5565682556501024,1.9308226515220113e-17,1.0,3.5953249373168485e-17,1.0,1.38875,64,064.csv,064.csv
原始波形,0.622811324644283,0.26416346541954866,0.24192148716037842,0.04339843749999983,1.5568180060186132,0.13367751268422617,1.3316018286358699e-17,1.403958866730856,5.503518757584955,0.6953296687220283,0.44492193317690665,0.26239432534351514,0.46754864241415,-8.655411886133154e-18,1.0,3.8949353487599196e-17,1.0,1.128359375,65,065.csv,065.csv
帶通,0.6231822439651814,0.255913131680005,0.23342816720506715,0.04339843749999983,1.4620295198702207,0.13010842152073956,-1.3316018286358699e-18,1.400943181368827,5.491697270965801,0.6986957320453296,0.44067527319925104,0.26813869693921794,0.46916990072793285,1.6977923315107342e-17,1.0,3.8949353487599196e-17,1.0,1.128359375,65,065.csv,065.csv
小波去噪,0.6228891540820175,0.2858588127929455,0.29656303176017995,0.3905859374999998,1.6757558665391141,0.22149163815630762,-1.3316018286358699e-18,1.4033253356873587,5.5010353158944465,0.6871289230937678,0.15834334252693785,0.2976089055998371,0.3810270570735142,9.32121280045109e-18,0.9999999999999999,3.8949353487599196e-17,1.0,1.128359375,65,065.csv,065.csv
NLMS,0.6272387503428368,0.253519709135232,0.22850143164758235,0.08679687499999988,1.5924126906572973,0.13145370725529687,-1.3981819200676633e-17,1.3685428528497978,5.3646879831712075,0.7016515997790316,0.32415242055363136,0.25859737991458265,0.42813380008241525,2.7630737944194302e-17,1.0,3.8949353487599196e-17,1.0,1.128359375,65,065.csv,065.csv
帶通+小波,0.6246733906313027,0.26187413801113857,0.206303563463355,0.04339843749999983,1.5037409796158259,0.161964916070049,0.0,1.3889106555850304,5.444529769893319,0.6971406363110166,0.42711297132839493,0.28068362683433057,0.46831241149124736,-2.1305629258173918e-17,0.9999999999999999,3.8949353487599196e-17,1.0,1.128359375,65,065.csv,065.csv
帶通+小波+NLMS,0.6405253422307258,0.2551696617421347,0.4731221909776768,0.04339843749999983,1.5920137688047105,0.22401011183112898,8.655411886133154e-18,1.2692202541644813,4.975343396324766,0.7076551888305751,0.5605222850855558,0.3049052657900559,0.5243609132353956,1.0819264857666442e-17,1.0,3.8949353487599196e-17,1.0,1.128359375,65,065.csv,065.csv
原始波形,0.6115671576691453,0.2593409240872121,0.12983734096751698,0.2603906249999999,1.2821924988692603,0.17809545861886192,-1.731082377226631e-17,1.4999813779044082,5.87992700138528,0.6915635462511653,0.10191067697113046,0.30813529543180274,0.36720317288469956,4.0613855773394034e-17,1.0,1.0652814629086959e-17,0.9999999999999999,1.0849609375,66,066.csv,066.csv
帶通,0.6121588516549538,0.25873622190508955,0.1297904448268757,0.2603906249999999,1.2157845739468363,0.17921432154682782,-1.3981819200676633e-17,1.4946919136427317,5.859192301479508,0.6920927457794684,0.10188722890080984,0.315260866408426,0.36974694702956806,1.9974027429538047e-18,1.0,1.0652814629086959e-17,0.9999999999999999,1.0849609375,66,066.csv,066.csv
小波去噪,0.6073748773266368,0.2791046301865171,0.19633655208198533,0.17359375,1.069021363350704,0.19745525857473237,-1.6977923315107342e-17,1.5382818605944506,6.0300648935302466,0.6819178138857299,0.1862857273379785,0.34038777299427714,0.4028637714059952,-1.3316018286358699e-18,1.0,1.0652814629086959e-17,0.9999999999999999,1.0849609375,66,066.csv,066.csv
NLMS,0.6160925620984008,0.2776345759696291,0.20868572188050982,0.17359375,1.149592775073868,0.13496577300650434,-2.9961041144307074e-17,1.4602202763838286,5.724063483424608,0.6868330843191555,0.19246031223724072,0.30008508250887383,0.3931261596884233,-3.9948054859076094e-18,1.0,1.0652814629086959e-17,0.9999999999999999,1.0849609375,66,066.csv,066.csv
帶通+小波,0.6106356214528799,0.2648789451874177,0.14292866471227236,0.2603906249999999,1.1540805987056038,0.23198147432640778,-2.1305629258173918e-17,1.5083659865696868,5.912794667353172,0.6889672255114347,0.10845633884350817,0.3481083284457456,0.3818439642668962,1.2317316914881797e-17,1.0,1.0652814629086959e-17,0.9999999999999999,1.0849609375,66,066.csv,066.csv
帶通+小波+NLMS,0.6303759377777464,0.29395682785935584,0.3208057853932765,0.2603906249999999,1.0414326002693413,0.3041720671182617,-3.728485120180436e-17,1.3441859922009773,5.269209089427831,0.6878423025485441,0.1973948991840102,0.39701207223120427,0.4274164246545862,-1.9807577200958565e-17,0.9999999999999999,1.0652814629086959e-17,0.9999999999999999,1.0849609375,66,066.csv,066.csv
原始波形,0.6260955748922361,0.2511426816920417,0.23439287273176865,0.08679687499999988,1.4633373392465188,0.24341081636335607,3.9948054859076094e-18,1.377567948119111,5.400066356626915,0.7020034724109558,0.3270981410957245,0.32468207403814536,0.45126122918160855,1.5979221943630438e-17,1.0,1.0652814629086959e-17,1.0,1.128359375,67,067.csv,067.csv
帶通,0.6245637814264242,0.24021737957328998,0.22438009627106298,0.08679687499999988,1.3205045363779646,0.24843437242891347,-8.988312343292121e-18,1.3897902130847393,5.447977635292178,0.7055103321242315,0.3220917528653716,0.3396875686944847,0.455763217894696,1.6645022857948374e-18,1.0,1.0652814629086959e-17,1.0,1.128359375,67,067.csv,067.csv
小波去噪,0.6228857654384536,0.2643598270774218,0.25055217665530466,0.694375,1.3720624289592376,0.21817509353530076,-2.8629439315671206e-17,1.403352910865255,5.5011434105918,0.6952915085658871,0.12575841102056004,0.3198745791390451,0.3803081662418308,5.3264073145434795e-18,1.0,1.0652814629086959e-17,1.0,1.128359375,67,067.csv,067.csv
NLMS,0.6162577944742702,0.2506202199388241,0.23441567427053095,0.08679687499999988,1.4543630181233105,0.13187179448385855,-1.6312122400789408e-17,1.4587980069613915,5.718488187288655,0.6972878497662037,0.32710954186510566,0.2696547425422944,0.43135071139120124,-6.658009143179349e-19,1.0,1.0652814629086959e-17,1.0,1.128359375,67,067.csv,067.csv
帶通+小波,0.6246828149188469,0.2455412036201706,0.20889029386245012,0.08679687499999988,1.2826274548715524,0.23140420794201713,-3.37893964016352e-17,1.3888350666296407,5.444233461188191,0.7034819326190149,0.31434685166106524,0.3347479228289684,0.4508589023696829,6.658009143179349e-19,1.0,1.0652814629086959e-17,1.0,1.128359375,67,067.csv,067.csv
帶通+小波+NLMS,0.624714181404175,0.25227156656293975,0.43101993925737253,0.08679687499999988,1.3264537631779414,0.1051290233427391,-8.988312343292121e-18,1.388583528030893,5.4432474298811,0.7008739372243619,0.42541167435852645,0.2674838915076569,0.4645898343635151,5.659307771702447e-18,0.9999999999999999,1.0652814629086959e-17,1.0,1.128359375,67,067.csv,067.csv
原始波形,0.62034340949965,0.25696639543175215,0.22702484226843567,0.4773828124999999,1.4158879077297484,0.20752729708229103,4.660606400225545e-18,1.4242586968088833,5.583094091490822,0.6968688062033468,0.11773641026595683,0.31072689315205076,0.37511070320711815,1.464762011499457e-17,1.0,7.989610971815219e-18,1.0,1.0849609375,68,068.csv,068.csv
帶通,0.616750909226927,0.2561759079783092,0.23816504319787896,0.4773828124999999,1.3134095692193786,0.2005679828922151,-9.987013714769025e-18,1.4545654140925721,5.701896423242883,0.6953783561235973,0.12330651073067847,0.3164151973737794,0.37836668807601836,-4.410931057356319e-18,1.0,7.989610971815219e-18,1.0,1.0849609375,68,068.csv,068.csv
小波去噪,0.6274141804465475,0.285257692915477,0.22080092096274595,0.4773828124999999,1.2277480698195942,0.044441504926273384,-1.464762011499457e-17,1.3671650549904224,5.3592870155624555,0.6896173354935515,0.11462444961311197,0.24666264819351458,0.350301477766726,-1.3316018286358699e-17,0.9999999999999998,7.989610971815219e-18,1.0,1.0849609375,68,068.csv,068.csv
NLMS,0.6241005915066894,0.2770754166458856,0.2406222308322395,0.21699218749999982,1.2951449430370972,0.38344349247964754,-1.3316018286358699e-18,1.3935156398516004,5.462581308218273,0.6910489604226775,0.17740438410892442,0.4095729113772921,0.4260087519696314,3.495454800169159e-17,1.0,7.989610971815219e-18,1.0,1.0849609375,68,068.csv,068.csv
帶通+小波,0.617472998090175,0.25674297883219693,0.27832378916204464,0.4773828124999999,1.3036392674084025,0.16317766442487566,-1.9974027429538047e-18,1.4483995947347184,5.677726411360096,0.6955200047017812,0.14338588371276131,0.2986367038449182,0.3791808640864869,1.3316018286358699e-17,1.0,7.989610971815219e-18,1.0,1.0849609375,68,068.csv,068.csv
帶通+小波+NLMS,0.627271686651798,0.27784992849150225,0.31061723851553785,0.4773828124999999,1.2246208593179553,0.4433383683654235,-4.660606400225545e-18,1.3682840319579401,5.363673405275125,0.6923410826853298,0.15953260838950792,0.4464265840361387,0.43276675837032547,8.738637000422897e-18,1.0,7.989610971815219e-18,1.0,1.0849609375,68,068.csv,068.csv
原始波形,0.6258479197276259,0.26877727187256156,0.2842183946668033,0.2603906250000001,1.3169679736568147,0.1959469201046077,3.9948054859076094e-18,1.3795339067539978,5.407772914475672,0.6950806952636988,0.17910120382077355,0.3137727312053108,0.395984876763261,9.987013714769025e-18,0.9999999999999998,7.989610971815219e-18,1.0,0.9981640624999999,69,069.csv,069.csv
帶通,0.6179815006670002,0.2595781522318224,0.28691178796720684,0.2603906250000001,1.179633310458481,0.20747299868812202,1.3316018286358699e-18,1.4440802602553295,5.660794620200892,0.694679210738643,0.1804479004709753,0.3331328834059407,0.4027533315385197,3.3290045715896748e-18,1.0,7.989610971815219e-18,1.0,0.9981640624999999,69,069.csv,069.csv
小波去噪,0.6271599290930913,0.2603220150055983,0.3662691201999817,0.2603906250000001,0.9302690806787031,0.16716429989312984,9.987013714769025e-18,1.3691625199993487,5.367117078397447,0.6989816323441149,0.22012656658736274,0.34261339331300517,0.4205738640814943,-2.1305629258173918e-17,0.9999999999999999,7.989610971815219e-18,1.0,0.9981640624999999,69,069.csv,069.csv
NLMS,0.6207163777654472,0.26869449312987326,0.32960930979956227,0.13019531249999994,1.0778871681045905,0.30850834995710563,1.997402742953805e-17,1.4211642896691663,5.570964015503132,0.6925465600460419,0.30080466682509677,0.3948832176306092,0.46274481483391594,7.989610971815219e-18,1.0,7.989610971815219e-18,1.0,0.9981640624999999,69,069.csv,069.csv
帶通+小波,0.6183572627188879,0.26560049174618977,0.30362524244313693,0.2603906250000001,1.093322778023814,0.28588578336880843,-1.9974027429538047e-18,1.4409003978990103,5.64832955976412,0.6925513250749992,0.18880462770894035,0.3817975992570325,0.4210511840136573,-1.3316018286358699e-18,0.9999999999999999,7.989610971815219e-18,1.0,0.9981640624999999,69,069.csv,069.csv
帶通+小波+NLMS,0.6186411885210511,0.2595769573836524,0.4106990344462217,0.13019531249999994,1.0015145838693418,0.19056786663688344,2.5300434744081527e-17,1.4385043827646498,5.638937180437427,0.695009515505095,0.3413495291484264,0.34509475359904973,0.46048459941752373,-1.2650217372040764e-17,1.0000000000000002,7.989610971815219e-18,1.0,0.9981640624999999,69,069.csv,069.csv
原始波形,0.6125742286130493,0.2667884628441539,0.21443553805009963,0.8245703125,1.377562454689762,0.1506687984705914,1.0985715086245927e-17,1.490995284462791,5.84470151509414,0.6892046427573171,0.10734896080902441,0.2856338170334468,0.36072914019992947,1.198441645772283e-17,1.0,-2.1305629258173918e-17,0.9999999999999999,0.954765625,70,070.csv,070.csv
帶通,0.6174717373714299,0.2584070114537766,0.20967148357067228,0.8245703125,1.313581708530407,0.18282610708599553,-2.1971430172491855e-17,1.4484103267797892,5.6777684809767734,0.6948762891772458,0.10496693356931074,0.3075281784838849,0.36912380041014714,-6.6580091431793495e-18,1.0,-2.1305629258173918e-17,0.9999999999999999,0.954765625,70,070.csv,070.csv
小波去噪,0.6095770899160365,0.28807459384326867,0.1999553050642342,1.0415625,1.1278477715354867,0.10442008527714011,9.654113257610057e-18,1.5179797793716527,5.950480735136878,0.6796413783211264,0.0999926328676626,0.2871892581109215,0.3556077564332368,0.0,1.0,-2.1305629258173918e-17,0.9999999999999999,0.954765625,70,070.csv,070.csv
NLMS,0.6283352408772744,0.2683075815902021,0.1970466723981957,0.34718749999999987,1.2196644446221943,0.1980021262802411,2.6632036572717398e-17,1.3599621889342228,5.331051780622153,0.6965038933036792,0.1140527066452512,0.32426033654579256,0.37827231216490764,-6.6580091431793495e-18,0.9999999999999998,-2.1305629258173918e-17,0.9999999999999999,0.954765625,70,070.csv,070.csv
帶通+小波,0.616632861252571,0.26329900980209126,0.21575036961636662,0.34718749999999987,1.2177027203135276,0.1538668685949374,4.727186491657338e-17,1.4555770352878317,5.7058619783283,0.6925724657815662,0.12340455525433666,0.30239196641727983,0.3727896624843942,8.655411886133154e-18,1.0,-2.1305629258173918e-17,0.9999999999999999,0.954765625,70,070.csv,070.csv
帶通+小波+NLMS,0.625434802028768,0.2500429737413798,0.32626015711008366,0.21699218749999993,1.1777128009568605,0.4318926089913138,1.864242560090218e-17,1.382821980587086,5.420662163901377,0.7021010589179233,0.22022334724784645,0.4455449916045843,0.45595646592345135,-1.464762011499457e-17,1.0,-2.1305629258173918e-17,0.9999999999999999,0.954765625,70,070.csv,070.csv
原始波形,0.6301010382099334,0.2622313867589655,0.28783523551061674,0.6509765624999999,1.4974621576575544,0.2609015243558559,1.5313421029312504e-17,1.3462967328438487,5.277483192747886,0.6997170139269511,0.1446620320684984,0.3306539958753567,0.39167768062360203,-1.5313421029312504e-17,0.9999999999999998,0.0,1.0,1.128359375,71,071.csv,071.csv
帶通,0.6309376852762346,0.26682166833693516,0.28349252404441677,0.6509765624999999,1.4031935986385846,0.26133813726728916,-9.987013714769025e-18,1.3398865733092402,5.252355367372221,0.698373656334784,0.14249067633539841,0.3387255482627728,0.3931966269776517,5.992208228861415e-18,1.0,0.0,1.0,1.128359375,71,071.csv,071.csv
小波去噪,0.6264637361403625,0.28561315738098847,0.3190718397425334,0.8245703124999999,1.2676486987117188,0.2702546307495205,-4.660606400225545e-18,1.3746525021797262,5.388637808544527,0.689008514352297,0.1596671116552413,0.3556200223289091,0.40143188277881575,-3.462164754453262e-17,0.9999999999999999,0.0,1.0,1.128359375,71,071.csv,071.csv
NLMS,0.6323628626110488,0.28753416550989763,0.24974522876245808,0.6509765624999999,1.293103475832802,0.10860163471476723,-2.0639828343855984e-17,1.3290609881393018,5.209919073506063,0.6912369005107697,0.12561702869441907,0.27234592751902237,0.3630666189080704,-7.656710514656252e-18,0.9999999999999999,0.0,1.0,1.128359375,71,071.csv,071.csv
帶通+小波,0.6315338614020424,0.27576556208302144,0.2750524224859518,0.6509765624999999,1.323088285216098,0.2593215482037359,-1.0652814629086959e-17,1.3353437787958895,5.2345476128798865,0.6952623537701941,0.13827062555616593,0.344891509490596,0.3928081629389853,1.198441645772283e-17,1.0000000000000002,0.0,1.0,1.128359375,71,071.csv,071.csv
帶通+小波+NLMS,0.6371911454981438,0.30894561147479277,0.554614014662853,0.6509765624999999,1.1947286404181934,0.3863635470089229,-5.992208228861415e-18,1.293232922398561,5.0694730558023595,0.6857059238098193,0.2780514216446165,0.42100037066129614,0.4615859053719107,-1.198441645772283e-17,1.0,0.0,1.0,1.128359375,71,071.csv,071.csv
原始波形,0.6198308000558655,0.27243696250193156,0.3168971762955593,0.3905859374999999,1.5005179227155552,0.26062513912659047,-2.0639828343855984e-17,1.4285273501593387,5.599827212624608,0.6906761160619335,0.16851041479462753,0.33027114432807897,0.3964858917282133,1.6645022857948375e-17,1.0,-1.3316018286358699e-18,1.0,0.954765625,72,072.csv,072.csv
帶通,0.6199222759798116,0.24715876298612263,0.31693373654549273,0.3905859374999999,1.411069930282544,0.23873667087303507,-4.327705943066577e-18,1.4277642656567537,5.596835921374475,0.7004694815630867,0.16852869491959424,0.32674514924025777,0.3985811085743129,6.6580091431793495e-18,1.0,-1.3316018286358699e-18,1.0,0.954765625,72,072.csv,072.csv
小波去噪,0.6206343024053013,0.28364459386977187,0.4390544896086024,0.433984375,1.1294815731502101,0.3705071225759915,-7.323810057497285e-18,1.4218444233505947,5.573630139534331,0.6868342662697957,0.22604652746435874,0.4200524937156354,0.4443110958165966,-7.323810057497285e-18,1.0,-1.3316018286358699e-18,1.0,0.954765625,72,072.csv,072.csv
NLMS,0.6180303071514502,0.2604882067138257,0.3388976503741962,0.086796875,1.324640337252423,0.145762561368176,1.9974027429538047e-18,1.4436666666678142,5.659173333337831,0.6943527761338106,0.3793505299169381,0.2879683167246689,0.45389054092513925,3.329004571589675e-17,1.0,-1.3316018286358699e-18,1.0,0.954765625,72,072.csv,072.csv
帶通+小波,0.6184314624710843,0.2545315534195761,0.33538674468284724,0.3905859374999999,1.304279816075537,0.24936287677565,-5.659307771702447e-18,1.4402736809422332,5.645872829293554,0.6968555262268586,0.1777551989882715,0.3416689745853861,0.4054265666001721,3.9948054859076094e-18,1.0,-1.3316018286358699e-18,1.0,0.954765625,72,072.csv,072.csv
